,ARTIST,ARTIST_Full,Rank,TITLE,YEAR,Year,acousticness,artist_img,artist_pop,artist_uri,danceability,duration_ms,energy,exact_song_match,explicit,genres,instrumentalness,key,liveness,loudness,preview_url,search_dict,song_name,song_pop,song_uri,tempo,valence
25,Sam Smith,Sam Smith,26.0,I’m Not The OnlyOne,2015.0,2015.0,,https://i.scdn.co/image/3ff2ecefac86c81b2fff66b67dd86527941777e0,82.0,,,,,False,,[u'pop'],,,,,,"{'acousticness': None, 'genres': [u'pop'], 'artist_img': u'https://i.scdn.co/image/3ff2ecefac86c81b2fff66b67dd86527941777e0', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 82, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
416,P!Nk,P!Nk,19.0,F**Kin’ Perfect,2011.0,2011.0,,https://i.scdn.co/image/3f187467d899f769b294d37422acffca915b968e,79.0,,,,,False,,"[u'dance pop', u'hip pop', u'neo mellow', u'pop', u'pop rap', u'pop rock', u'post-teen pop', u'r&b', u'urban contemporary']",,,,,,"{'acousticness': None, 'genres': [u'dance pop', u'hip pop', u'neo mellow', u'pop', u'pop rap', u'pop rock', u'post-teen pop', u'r&b', u'urban contemporary'], 'artist_img': u'https://i.scdn.co/image/3f187467d899f769b294d37422acffca915b968e', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 79, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
938,T-Pain,T-Pain feat. Mike Jones,41.0,I’n N Luv (Wit a Stripper),2006.0,2006.0,,https://i.scdn.co/image/ff86a8fae2633f504069c6ee24b8d63c216302c2,77.0,,,,,False,,"[u'crunk', u'dance pop', u'dirty south rap', u'gangster rap', u'hip hop', u'hip pop', u'pop', u'pop rap', u'r&b', u'rap', u'southern hip hop', u'trap music', u'urban contemporary']",,,,,,"{'acousticness': None, 'genres': [u'crunk', u'dance pop', u'dirty south rap', u'gangster rap', u'hip hop', u'hip pop', u'pop', u'pop rap', u'r&b', u'rap', u'southern hip hop', u'trap music', u'urban contemporary'], 'artist_img': u'https://i.scdn.co/image/ff86a8fae2633f504069c6ee24b8d63c216302c2', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 77, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
997,Teddy Geiger,Teddy Geiger,100.0,For You I Will (Condience),2006.0,2006.0,,https://i.scdn.co/image/1f39bad557269a379bdc5c66e79bc316b826cff5,45.0,,,,,False,,"[u'acoustic pop', u'folk christmas', u'neo mellow', u'pop', u'pop christmas', u'pop rock', u'viral pop']",,,,,,"{'acousticness': None, 'genres': [u'acoustic pop', u'folk christmas', u'neo mellow', u'pop', u'pop christmas', u'pop rock', u'viral pop'], 'artist_img': u'https://i.scdn.co/image/1f39bad557269a379bdc5c66e79bc316b826cff5', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 45, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
1154,Jagged Edge,Jagged Edge,57.0,Walker outta Heaven,2004.0,2004.0,,https://i.scdn.co/image/17be36a3aeac605882a20df18b5ec574b973e2ce,62.0,,,,,False,,"[u'dance pop', u'hip pop', u'neo soul', u'new jack swing', u'pop christmas', u'r&b', u'soul christmas', u'urban contemporary']",,,,,,"{'acousticness': None, 'genres': [u'dance pop', u'hip pop', u'neo soul', u'new jack swing', u'pop christmas', u'r&b', u'soul christmas', u'urban contemporary'], 'artist_img': u'https://i.scdn.co/image/17be36a3aeac605882a20df18b5ec574b973e2ce', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 62, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
1450,Lil’ Mo,Lil’ Mo feat. Fabolous,53.0,Superwoman Pt. II,2001.0,2001.0,,https://i.scdn.co/image/982332f470cb8f27207f1f6c0de2710128276f8c,53.0,,,,,False,,"[u'hip pop', u'neo soul', u'new jack swing', u'r&b', u'urban contemporary']",,,,,,"{'acousticness': None, 'genres': [u'hip pop', u'neo soul', u'new jack swing', u'r&b', u'urban contemporary'], 'artist_img': u'https://i.scdn.co/image/982332f470cb8f27207f1f6c0de2710128276f8c', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 53, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
1784,Jewel,Jewel,87.0,Foolish Games / You Were Meant For Me,1998.0,1998.0,,https://i.scdn.co/image/53c2172d035a546358d36b8cfac348a9e3fe9640,57.0,,,,,False,,"[u'dance pop', u'folk christmas', u'folk-pop', u'hollywood', u'lilith', u'neo mellow', u'new wave pop', u'permanent wave', u'pop', u'pop christmas', u'pop rock', u'singer-songwriter']",,,,,,"{'acousticness': None, 'genres': [u'dance pop', u'folk christmas', u'folk-pop', u'hollywood', u'lilith', u'neo mellow', u'new wave pop', u'permanent wave', u'pop', u'pop christmas', u'pop rock', u'singer-songwriter'], 'artist_img': u'https://i.scdn.co/image/53c2172d035a546358d36b8cfac348a9e3fe9640', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 57, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
1799,Jewel,Jewel,2.0,Foolish Games / You Were Meant For Me,1997.0,1997.0,,https://i.scdn.co/image/53c2172d035a546358d36b8cfac348a9e3fe9640,57.0,,,,,False,,"[u'dance pop', u'folk christmas', u'folk-pop', u'hollywood', u'lilith', u'neo mellow', u'new wave pop', u'permanent wave', u'pop', u'pop christmas', u'pop rock', u'singer-songwriter']",,,,,,"{'acousticness': None, 'genres': [u'dance pop', u'folk christmas', u'folk-pop', u'hollywood', u'lilith', u'neo mellow', u'new wave pop', u'permanent wave', u'pop', u'pop christmas', u'pop rock', u'singer-songwriter'], 'artist_img': u'https://i.scdn.co/image/53c2172d035a546358d36b8cfac348a9e3fe9640', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 57, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
1856,Toni Braxton,Toni Braxton,59.0,I Don’t Want To / I Love Me Some Him,1997.0,1997.0,,https://i.scdn.co/image/840ac476bcb43af4bb5415921e2df6cc6c3a7b42,63.0,,,,,False,,"[u'dance pop', u'hip pop', u'neo soul', u'new jack swing', u'pop', u'quiet storm', u'r&b', u'soul', u'soul christmas', u'urban contemporary']",,,,,,"{'acousticness': None, 'genres': [u'dance pop', u'hip pop', u'neo soul', u'new jack swing', u'pop', u'quiet storm', u'r&b', u'soul', u'soul christmas', u'urban contemporary'], 'artist_img': u'https://i.scdn.co/image/840ac476bcb43af4bb5415921e2df6cc6c3a7b42', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 63, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
1869,Various Artists,Various Artists,72.0,ESPN Presents The Jock Jam,1997.0,1997.0,,https://i.scdn.co/image/ec0c7b38b7d7ad80dc24d0ed495d6c003a8ae62e,32.0,,,,,False,,[],,,,,,"{'acousticness': None, 'genres': [], 'artist_img': u'https://i.scdn.co/image/ec0c7b38b7d7ad80dc24d0ed495d6c003a8ae62e', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 32, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
1895,Toni Braxton,Toni Braxton,98.0,You’re Makin’ Me High / Let It Flow,1997.0,1997.0,,https://i.scdn.co/image/840ac476bcb43af4bb5415921e2df6cc6c3a7b42,63.0,,,,,False,,"[u'dance pop', u'hip pop', u'neo soul', u'new jack swing', u'pop', u'quiet storm', u'r&b', u'soul', u'soul christmas', u'urban contemporary']",,,,,,"{'acousticness': None, 'genres': [u'dance pop', u'hip pop', u'neo soul', u'new jack swing', u'pop', u'quiet storm', u'r&b', u'soul', u'soul christmas', u'urban contemporary'], 'artist_img': u'https://i.scdn.co/image/840ac476bcb43af4bb5415921e2df6cc6c3a7b42', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 63, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
1906,Toni Braxton,Toni Braxton,9.0,You’re Makin’ Me High / Let It Flow,1996.0,1996.0,,https://i.scdn.co/image/840ac476bcb43af4bb5415921e2df6cc6c3a7b42,63.0,,,,,False,,"[u'dance pop', u'hip pop', u'neo soul', u'new jack swing', u'pop', u'quiet storm', u'r&b', u'soul', u'soul christmas', u'urban contemporary']",,,,,,"{'acousticness': None, 'genres': [u'dance pop', u'hip pop', u'neo soul', u'new jack swing', u'pop', u'quiet storm', u'r&b', u'soul', u'soul christmas', u'urban contemporary'], 'artist_img': u'https://i.scdn.co/image/840ac476bcb43af4bb5415921e2df6cc6c3a7b42', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 63, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
1914,2Pac,2Pac,17.0,How Do U Want It / California Love,1996.0,1996.0,,https://i.scdn.co/image/e92cf49011e4c26f736cd479b0b64cb08f1b52c6,79.0,,,,,False,,"[u'dirty south rap', u'g funk', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'west coast rap']",,,,,,"{'acousticness': None, 'genres': [u'dirty south rap', u'g funk', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'west coast rap'], 'artist_img': u'https://i.scdn.co/image/e92cf49011e4c26f736cd479b0b64cb08f1b52c6', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 79, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
1926,Alanis Morissette,Alanis Morissette,29.0,You Learn / You Oughta Know,1996.0,1996.0,,https://i.scdn.co/image/a6ec4dd0c4eb71ce0c7ac1c1a11ed98c39f30ca3,68.0,,,,,False,,"[u'canadian pop', u'dance pop', u'europop', u'lilith', u'neo mellow', u'new wave pop', u'pop', u'pop rock', u'rock', u'singer-songwriter']",,,,,,"{'acousticness': None, 'genres': [u'canadian pop', u'dance pop', u'europop', u'lilith', u'neo mellow', u'new wave pop', u'pop', u'pop rock', u'rock', u'singer-songwriter'], 'artist_img': u'https://i.scdn.co/image/a6ec4dd0c4eb71ce0c7ac1c1a11ed98c39f30ca3', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 68, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
1935,Monica,Monica,38.0,Before You Walk Out Of My Life / Like This And Like That,1996.0,1996.0,,https://i.scdn.co/image/94b98c3e0d03f28a85242cef9cd9e53eac04708e,63.0,,,,,False,,"[u'dance pop', u'hip pop', u'neo soul', u'new jack swing', u'pop christmas', u'r&b', u'urban contemporary']",,,,,,"{'acousticness': None, 'genres': [u'dance pop', u'hip pop', u'neo soul', u'new jack swing', u'pop christmas', u'r&b', u'urban contemporary'], 'artist_img': u'https://i.scdn.co/image/94b98c3e0d03f28a85242cef9cd9e53eac04708e', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 63, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
1943,Monica,Monica,46.0,Why I Love You So Much / Ain’t Nobody,1996.0,1996.0,,https://i.scdn.co/image/94b98c3e0d03f28a85242cef9cd9e53eac04708e,63.0,,,,,False,,"[u'dance pop', u'hip pop', u'neo soul', u'new jack swing', u'pop christmas', u'r&b', u'urban contemporary']",,,,,,"{'acousticness': None, 'genres': [u'dance pop', u'hip pop', u'neo soul', u'new jack swing', u'pop christmas', u'r&b', u'urban contemporary'], 'artist_img': u'https://i.scdn.co/image/94b98c3e0d03f28a85242cef9cd9e53eac04708e', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 63, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
1954,Busta Rhymes,Busta Rhymes,57.0,Woo-hah!! Got You All In Check / Everything Remains Raw,1996.0,1996.0,,https://i.scdn.co/image/b830425ba6b010780e7ffd150f63dbbdcdad04e5,73.0,,,,,False,,"[u'crunk', u'dirty south rap', u'east coast hip hop', u'hardcore hip hop', u'hip hop', u'hip pop', u'pop christmas', u'pop rap', u'rap']",,,,,,"{'acousticness': None, 'genres': [u'crunk', u'dirty south rap', u'east coast hip hop', u'hardcore hip hop', u'hip hop', u'hip pop', u'pop christmas', u'pop rap', u'rap'], 'artist_img': u'https://i.scdn.co/image/b830425ba6b010780e7ffd150f63dbbdcdad04e5', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 73, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
1963,Adam Clayton and Larry Mullen,Adam Clayton and Larry Mullen,66.0,Theme From Mission: Impossible,1996.0,1996.0,,,,,,,,False,,,,,,,,"{'acousticness': None, 'genres': None, 'artist_img': None, 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': None, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
1993,Pearl Jam,Pearl Jam,96.0,I Got Id / Long Road,1996.0,1996.0,,https://i.scdn.co/image/40d668e897af5064f1ebd3b5e44354165f61417c,75.0,,,,,False,,"[u'alternative metal', u'alternative rock', u'funk rock', u'grunge', u'hard rock', u'nu metal', u'permanent wave', u'pop rock', u'post-grunge', u'rock']",,,,,,"{'acousticness': None, 'genres': [u'alternative metal', u'alternative rock', u'funk rock', u'grunge', u'hard rock', u'nu metal', u'permanent wave', u'pop rock', u'post-grunge', u'rock'], 'artist_img': u'https://i.scdn.co/image/40d668e897af5064f1ebd3b5e44354165f61417c', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 75, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
2044,Notorious B.I.G.,Notorious B.I.G.,47.0,Big Poppa / Warning,1995.0,1995.0,,https://i.scdn.co/image/9bb42de208edcb69653a8e7951fa93b13f598cdd,78.0,,,,,False,,"[u'dirty south rap', u'east coast hip hop', u'gangster rap', u'hardcore hip hop', u'hip hop', u'hip pop', u'pop rap', u'rap', u'southern hip hop']",,,,,,"{'acousticness': None, 'genres': [u'dirty south rap', u'east coast hip hop', u'gangster rap', u'hardcore hip hop', u'hip hop', u'hip pop', u'pop rap', u'rap', u'southern hip hop'], 'artist_img': u'https://i.scdn.co/image/9bb42de208edcb69653a8e7951fa93b13f598cdd', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 78, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
2048,2Pac,2Pac,51.0,Dear Mama / Old School,1995.0,1995.0,,https://i.scdn.co/image/e92cf49011e4c26f736cd479b0b64cb08f1b52c6,79.0,,,,,False,,"[u'dirty south rap', u'g funk', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'west coast rap']",,,,,,"{'acousticness': None, 'genres': [u'dirty south rap', u'g funk', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'west coast rap'], 'artist_img': u'https://i.scdn.co/image/e92cf49011e4c26f736cd479b0b64cb08f1b52c6', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 79, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
2061,Janet Jackson,Janet Jackson,64.0,You Want This-70’s Love Groove,1995.0,1995.0,,https://i.scdn.co/image/ce5f5b9ffd9d615ee698fbc94eecda826caa77fa,65.0,,,,,False,,"[u'dance pop', u'hip pop', u'neo soul', u'new jack swing', u'pop', u'pop rap', u'quiet storm', u'r&b', u'soul', u'urban contemporary']",,,,,,"{'acousticness': None, 'genres': [u'dance pop', u'hip pop', u'neo soul', u'new jack swing', u'pop', u'pop rap', u'quiet storm', u'r&b', u'soul', u'urban contemporary'], 'artist_img': u'https://i.scdn.co/image/ce5f5b9ffd9d615ee698fbc94eecda826caa77fa', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 65, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
2087,Melissa Etheridge,Melissa Etheridge,90.0,Like The Way I Do-If I Wanted To,1995.0,1995.0,,https://i.scdn.co/image/3f44d44a87c19cbed6bdd0c5e507c9dafa112f9a,51.0,,,,,False,,"[u'folk', u'folk christmas', u'lilith', u'mellow gold', u'new wave pop', u'pop christmas', u'pop rock', u'rock', u'singer-songwriter']",,,,,,"{'acousticness': None, 'genres': [u'folk', u'folk christmas', u'lilith', u'mellow gold', u'new wave pop', u'pop christmas', u'pop rock', u'rock', u'singer-songwriter'], 'artist_img': u'https://i.scdn.co/image/3f44d44a87c19cbed6bdd0c5e507c9dafa112f9a', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 51, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
2377,Def Leppard,Def Leppard,80.0,Have You Ever Needed Somone So Bad,1992.0,1992.0,,https://i.scdn.co/image/fbfa28b1424db2826f5fbee45b2c66e830838c16,66.0,,,,,False,,"[u'album rock', u'blues-rock', u'classic rock', u'glam metal', u'hard rock', u'mellow gold', u'metal', u'rock']",,,,,,"{'acousticness': None, 'genres': [u'album rock', u'blues-rock', u'classic rock', u'glam metal', u'hard rock', u'mellow gold', u'metal', u'rock'], 'artist_img': u'https://i.scdn.co/image/fbfa28b1424db2826f5fbee45b2c66e830838c16', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 66, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
2460,Enigrna,Enigrna,63.0,Saideness Part I,1991.0,1991.0,,,,,,,,False,,,,,,,,"{'acousticness': None, 'genres': None, 'artist_img': None, 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': None, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
2626,Martika,Martika,29.0,Toy Solider,1989.0,1989.0,,https://i.scdn.co/image/973067b06ebbea8ffa863159cada21431d2cb1f4,48.0,,,,,False,,"[u'dance rock', u'freestyle', u'mellow gold', u'new romantic', u'new wave', u'new wave pop', u'soft rock', u'synthpop']",,,,,,"{'acousticness': None, 'genres': [u'dance rock', u'freestyle', u'mellow gold', u'new romantic', u'new wave', u'new wave pop', u'soft rock', u'synthpop'], 'artist_img': u'https://i.scdn.co/image/973067b06ebbea8ffa863159cada21431d2cb1f4', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 48, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
2666,Karyn White,Karyn White,69.0,Secret Rendesvous,1989.0,1989.0,,https://i.scdn.co/image/6048d3676e068e0b9c6e4fbb9412d0f0b454ae63,41.0,,,,,False,,"[u'freestyle', u'neo soul', u'new jack swing', u'quiet storm', u'r&b', u'urban contemporary']",,,,,,"{'acousticness': None, 'genres': [u'freestyle', u'neo soul', u'new jack swing', u'quiet storm', u'r&b', u'urban contemporary'], 'artist_img': u'https://i.scdn.co/image/6048d3676e068e0b9c6e4fbb9412d0f0b454ae63', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 41, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
2671,Guns N’ Roses,Guns N’ Roses,74.0,Welcom To The Jungle,1989.0,1989.0,,https://i.scdn.co/image/c33e04e20a47f1461c6294291205ed1ade70a6ff,79.0,,,,,False,,"[u'album rock', u'alternative metal', u'alternative rock', u'classic rock', u'funk rock', u'glam metal', u'hard rock', u'post-grunge', u'rock']",,,,,,"{'acousticness': None, 'genres': [u'album rock', u'alternative metal', u'alternative rock', u'classic rock', u'funk rock', u'glam metal', u'hard rock', u'post-grunge', u'rock'], 'artist_img': u'https://i.scdn.co/image/c33e04e20a47f1461c6294291205ed1ade70a6ff', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 79, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
2682,Boys Club,Boys Club,85.0,I Remember Holding You,1989.0,1989.0,,,8.0,,,,,False,,[u'garage punk'],,,,,,"{'acousticness': None, 'genres': [u'garage punk'], 'artist_img': None, 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 8, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
2684,Samantha Fox,Samantha Fox,87.0,Iwanna Have Some Fun,1989.0,1989.0,,https://i.scdn.co/image/8d5d4bbfec31dc51dc8302ace7b559a0ad7e24d9,44.0,,,,,False,,"[u'dance rock', u'eurodance', u'europop', u'freestyle', u'italian disco', u'new romantic', u'new wave pop']",,,,,,"{'acousticness': None, 'genres': [u'dance rock', u'eurodance', u'europop', u'freestyle', u'italian disco', u'new romantic', u'new wave pop'], 'artist_img': u'https://i.scdn.co/image/8d5d4bbfec31dc51dc8302ace7b559a0ad7e24d9', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 44, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
