,ARTIST,ARTIST_Full,Rank,TITLE,YEAR,Year,acousticness,artist_img,artist_pop,artist_uri,danceability,duration_ms,energy,exact_song_match,explicit,genres,instrumentalness,key,liveness,loudness,preview_url,search_dict,song_name,song_pop,song_uri,tempo,valence
4457,Paul McCartney,Paul McCartney,60.0,"Another Day / Oh Woman, Oh Why",1971.0,1971.0,,https://i.scdn.co/image/efc9085122fb58ca0212a47545fbf7477dffd566,73.0,,,,,False,,"[u'adult standards', u'album rock', u'art rock', u'blues-rock', u'brill building pop', u'classic rock', u'folk', u'folk rock', u'mellow gold', u'pop christmas', u'psychedelic rock', u'rock', u'rockabilly', u'roots rock', u'singer-songwriter', u'soft rock']",,,,,,"{'acousticness': None, 'genres': [u'adult standards', u'album rock', u'art rock', u'blues-rock', u'brill building pop', u'classic rock', u'folk', u'folk rock', u'mellow gold', u'pop christmas', u'psychedelic rock', u'rock', u'rockabilly', u'roots rock', u'singer-songwriter', u'soft rock'], 'artist_img': u'https://i.scdn.co/image/efc9085122fb58ca0212a47545fbf7477dffd566', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 73, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
4513,Jackson 5,Jackson 5,16.0,The Love You Save / I Found That Girl,1970.0,1970.0,,https://i.scdn.co/image/d6fbea801da2cf0c52c810ba46b2a4e6ca1d847e,68.0,,,,,False,,"[u'classic funk rock', u'disco', u'motown', u'soul']",,,,,,"{'acousticness': None, 'genres': [u'classic funk rock', u'disco', u'motown', u'soul'], 'artist_img': u'https://i.scdn.co/image/d6fbea801da2cf0c52c810ba46b2a4e6ca1d847e', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 68, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
4516,Sly and The Family Stone,Sly and The Family Stone,19.0,Thank You (Fallettin Me Be Mice Elf Again) / Everybody Is A Star,1970.0,1970.0,,https://i.scdn.co/image/a20b2ce6e88fae6d867b45280a2916312c5b206b,60.0,,,,,False,,"[u'chicago soul', u'classic funk rock', u'disco', u'funk', u'funk rock', u'jazz blues', u'memphis soul', u'motown', u'soul', u'soul blues', u'southern soul']",,,,,,"{'acousticness': None, 'genres': [u'chicago soul', u'classic funk rock', u'disco', u'funk', u'funk rock', u'jazz blues', u'memphis soul', u'motown', u'soul', u'soul blues', u'southern soul'], 'artist_img': u'https://i.scdn.co/image/a20b2ce6e88fae6d867b45280a2916312c5b206b', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 60, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
4518,Five Stairsteps and Cubie,Five Stairsteps and Cubie,21.0,O-o-h Child / Dear Prudence,1970.0,1970.0,,,,,,,,False,,,,,,,,"{'acousticness': None, 'genres': None, 'artist_img': None, 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': None, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
4533,Creedence Clearwater Revival,Creedence Clearwater Revival,36.0,Lookin’ Out My Back Door / Long As I Can See The Light,1970.0,1970.0,,https://i.scdn.co/image/38c60d8ffafeee0a9e4a0f6955cbf3468837dc96,76.0,,,,,False,,"[u'album rock', u'blues-rock', u'classic rock', u'folk rock', u'hard rock', u'mellow gold', u'psychedelic rock', u'rock', u'roots rock', u'singer-songwriter', u'soft rock', u'southern rock']",,,,,,"{'acousticness': None, 'genres': [u'album rock', u'blues-rock', u'classic rock', u'folk rock', u'hard rock', u'mellow gold', u'psychedelic rock', u'rock', u'roots rock', u'singer-songwriter', u'soft rock', u'southern rock'], 'artist_img': u'https://i.scdn.co/image/38c60d8ffafeee0a9e4a0f6955cbf3468837dc96', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 76, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
4538,Beatles,Beatles,41.0,The Long And Winding Road / For You Blue,1970.0,1970.0,,https://i.scdn.co/image/5f70d98d3e4616a02a3afe2aa9a840b9157b92a1,85.0,,,,,False,,"[u'british invasion', u'classic rock', u'folk rock', u'mellow gold', u'merseybeat', u'protopunk', u'psychedelic rock', u'rock', u'singer-songwriter']",,,,,,"{'acousticness': None, 'genres': [u'british invasion', u'classic rock', u'folk rock', u'mellow gold', u'merseybeat', u'protopunk', u'psychedelic rock', u'rock', u'singer-songwriter'], 'artist_img': u'https://i.scdn.co/image/5f70d98d3e4616a02a3afe2aa9a840b9157b92a1', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 85, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
4569,Elvis Presley,Elvis Presley,72.0,The Wonder Of You / Mama Liked The Roses,1970.0,1970.0,,https://i.scdn.co/image/4e6bf82acdc3e175e06e902f5c1b32eaab2fe0c0,76.0,,,,,False,,"[u'adult standards', u'brill building pop', u'christmas', u'classic rock', u'folk rock', u'mellow gold', u'rock', u'rock-and-roll', u'rockabilly', u'singer-songwriter', u'soul']",,,,,,"{'acousticness': None, 'genres': [u'adult standards', u'brill building pop', u'christmas', u'classic rock', u'folk rock', u'mellow gold', u'rock', u'rock-and-roll', u'rockabilly', u'singer-songwriter', u'soul'], 'artist_img': u'https://i.scdn.co/image/4e6bf82acdc3e175e06e902f5c1b32eaab2fe0c0', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 76, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
4570,Creedence Clearwater Revival,Creedence Clearwater Revival,73.0,Up Around The Bend / Run Through The Jungle,1970.0,1970.0,,https://i.scdn.co/image/38c60d8ffafeee0a9e4a0f6955cbf3468837dc96,76.0,,,,,False,,"[u'album rock', u'blues-rock', u'classic rock', u'folk rock', u'hard rock', u'mellow gold', u'psychedelic rock', u'rock', u'roots rock', u'singer-songwriter', u'soft rock', u'southern rock']",,,,,,"{'acousticness': None, 'genres': [u'album rock', u'blues-rock', u'classic rock', u'folk rock', u'hard rock', u'mellow gold', u'psychedelic rock', u'rock', u'roots rock', u'singer-songwriter', u'soft rock', u'southern rock'], 'artist_img': u'https://i.scdn.co/image/38c60d8ffafeee0a9e4a0f6955cbf3468837dc96', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 76, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
4586,Creedence Clearwater Revival,Creedence Clearwater Revival,89.0,Travelin’ Band / Who’ll Stop The Rain,1970.0,1970.0,,https://i.scdn.co/image/38c60d8ffafeee0a9e4a0f6955cbf3468837dc96,76.0,,,,,False,,"[u'album rock', u'blues-rock', u'classic rock', u'folk rock', u'hard rock', u'mellow gold', u'psychedelic rock', u'rock', u'roots rock', u'singer-songwriter', u'soft rock', u'southern rock']",,,,,,"{'acousticness': None, 'genres': [u'album rock', u'blues-rock', u'classic rock', u'folk rock', u'hard rock', u'mellow gold', u'psychedelic rock', u'rock', u'roots rock', u'singer-songwriter', u'soft rock', u'southern rock'], 'artist_img': u'https://i.scdn.co/image/38c60d8ffafeee0a9e4a0f6955cbf3468837dc96', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 76, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
4889,Bill Cosby,Bill Cosby,92.0,Little Ole Man (Uptight-Everything’s Alright),1967.0,1967.0,,https://i.scdn.co/image/9023a8ce03d64db0f9e9755cd8bd0e020e17436f,37.0,,,,,False,,"[u'comedy', u'comic']",,,,,,"{'acousticness': None, 'genres': [u'comedy', u'comic'], 'artist_img': u'https://i.scdn.co/image/9023a8ce03d64db0f9e9755cd8bd0e020e17436f', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 37, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
4929,Mitch Ryder and The Detroit Wheels,Mitch Ryder and The Detroit Wheels,32.0,Devil With A Blue Dress On and Good Golly Miss Molly (Medley),1966.0,1966.0,,https://i.scdn.co/image/9adc828b48ea3e7b2c839d78cb07788e616e1b7c,5.0,,,,,False,,[],,,,,,"{'acousticness': None, 'genres': [], 'artist_img': u'https://i.scdn.co/image/9adc828b48ea3e7b2c839d78cb07788e616e1b7c', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 5, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
5427,Steve Lawrence,Steve Lawrence,30.0,Portrait Op My Love,1961.0,1961.0,,https://i.scdn.co/image/48c6bbc640ed3e5da6ad7387cb3c217441598c9d,32.0,,,,,False,,"[u'adult standards', u'christmas', u'deep adult standards', u'easy listening', u'lounge', u'vocal jazz']",,,,,,"{'acousticness': None, 'genres': [u'adult standards', u'christmas', u'deep adult standards', u'easy listening', u'lounge', u'vocal jazz'], 'artist_img': u'https://i.scdn.co/image/48c6bbc640ed3e5da6ad7387cb3c217441598c9d', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 32, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
5599,Everly Brothers,Everly Brothers,2.0,All I Have To Do Is Dream / Claudette,1958.0,1958.0,,https://i.scdn.co/image/ecd862317d93b07ff51218eee3fcb1e971ced621,56.0,,,,,False,,"[u'adult standards', u'brill building pop', u'bubblegum pop', u'christmas', u'folk rock', u'merseybeat', u'nashville sound', u'rock-and-roll', u'rockabilly', u'traditional country', u'traditional folk']",,,,,,"{'acousticness': None, 'genres': [u'adult standards', u'brill building pop', u'bubblegum pop', u'christmas', u'folk rock', u'merseybeat', u'nashville sound', u'rock-and-roll', u'rockabilly', u'traditional country', u'traditional folk'], 'artist_img': u'https://i.scdn.co/image/ecd862317d93b07ff51218eee3fcb1e971ced621', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 56, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
5603,Billy Vaughn,Billy Vaughn,6.0,Sail Along Silvery Moon / Raunchy,1958.0,1958.0,,https://i.scdn.co/image/711e37e3b96c09d5fc2d89df1e2ca0657de57d5c,41.0,,,,,False,,[u'easy listening'],,,,,,"{'acousticness': None, 'genres': [u'easy listening'], 'artist_img': u'https://i.scdn.co/image/711e37e3b96c09d5fc2d89df1e2ca0657de57d5c', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 41, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
5604,Perry Como,Perry Como,7.0,Catch A Falling Star / Magic Moments,1958.0,1958.0,,https://i.scdn.co/image/c7dea84b4d5dea683b884cb6ddae2cb407754a0b,51.0,,,,,False,,"[u'adult standards', u'brill building pop', u'cabaret', u'christmas', u'easy listening', u'lounge', u'swing', u'vocal jazz']",,,,,,"{'acousticness': None, 'genres': [u'adult standards', u'brill building pop', u'cabaret', u'christmas', u'easy listening', u'lounge', u'swing', u'vocal jazz'], 'artist_img': u'https://i.scdn.co/image/c7dea84b4d5dea683b884cb6ddae2cb407754a0b', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 51, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
5610,Everly Brothers,Everly Brothers,13.0,Bird Dog / Devoted To You,1958.0,1958.0,,https://i.scdn.co/image/ecd862317d93b07ff51218eee3fcb1e971ced621,56.0,,,,,False,,"[u'adult standards', u'brill building pop', u'bubblegum pop', u'christmas', u'folk rock', u'merseybeat', u'nashville sound', u'rock-and-roll', u'rockabilly', u'traditional country', u'traditional folk']",,,,,,"{'acousticness': None, 'genres': [u'adult standards', u'brill building pop', u'bubblegum pop', u'christmas', u'folk rock', u'merseybeat', u'nashville sound', u'rock-and-roll', u'rockabilly', u'traditional country', u'traditional folk'], 'artist_img': u'https://i.scdn.co/image/ecd862317d93b07ff51218eee3fcb1e971ced621', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 56, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
5613,Ricky Nelson,Ricky Nelson,16.0,Stood Up / Waitin’ In School,1958.0,1958.0,,https://i.scdn.co/image/3c0b0278e7cc5a8f062f7797993e099683b10e1e,49.0,,,,,False,,"[u'adult standards', u'brill building pop', u'bubblegum pop', u'christmas', u'doo-wop', u'folk christmas', u'folk rock', u'lounge', u'mellow gold', u'merseybeat', u'nashville sound', u'rock-and-roll', u'rockabilly', u'traditional country', u'traditional folk']",,,,,,"{'acousticness': None, 'genres': [u'adult standards', u'brill building pop', u'bubblegum pop', u'christmas', u'doo-wop', u'folk christmas', u'folk rock', u'lounge', u'mellow gold', u'merseybeat', u'nashville sound', u'rock-and-roll', u'rockabilly', u'traditional country', u'traditional folk'], 'artist_img': u'https://i.scdn.co/image/3c0b0278e7cc5a8f062f7797993e099683b10e1e', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 49, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
5619,Elvis Presley,Elvis Presley,22.0,Wear My Ring Around Your Neck / Doncha’ Think It’s Time,1958.0,1958.0,,https://i.scdn.co/image/4e6bf82acdc3e175e06e902f5c1b32eaab2fe0c0,76.0,,,,,False,,"[u'adult standards', u'brill building pop', u'christmas', u'classic rock', u'folk rock', u'mellow gold', u'rock', u'rock-and-roll', u'rockabilly', u'singer-songwriter', u'soul']",,,,,,"{'acousticness': None, 'genres': [u'adult standards', u'brill building pop', u'christmas', u'classic rock', u'folk rock', u'mellow gold', u'rock', u'rock-and-roll', u'rockabilly', u'singer-songwriter', u'soul'], 'artist_img': u'https://i.scdn.co/image/4e6bf82acdc3e175e06e902f5c1b32eaab2fe0c0', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 76, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
5621,Pat Boone,Pat Boone,24.0,Wonderful Time Up There / It’s Too Soon To Know,1958.0,1958.0,,https://i.scdn.co/image/b14cf772679d7a82cc3f89110e4ca2ff3591053a,41.0,,,,,False,,"[u'adult standards', u'brill building pop', u'christmas', u'deep adult standards', u'doo-wop', u'easy listening', u'lounge', u'nashville sound', u'rock-and-roll', u'rockabilly']",,,,,,"{'acousticness': None, 'genres': [u'adult standards', u'brill building pop', u'christmas', u'deep adult standards', u'doo-wop', u'easy listening', u'lounge', u'nashville sound', u'rock-and-roll', u'rockabilly'], 'artist_img': u'https://i.scdn.co/image/b14cf772679d7a82cc3f89110e4ca2ff3591053a', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 41, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
5624,Bobby Day,Bobby Day,27.0,Rockin Robbin / Over And Over,1958.0,1958.0,,https://i.scdn.co/image/7b96f938bcd6b2f1872ce74c634ac7f4f3104d80,50.0,,,,,False,,"[u'adult standards', u'brill building pop', u'doo-wop', u'motown', u'rock-and-roll', u'rockabilly']",,,,,,"{'acousticness': None, 'genres': [u'adult standards', u'brill building pop', u'doo-wop', u'motown', u'rock-and-roll', u'rockabilly'], 'artist_img': u'https://i.scdn.co/image/7b96f938bcd6b2f1872ce74c634ac7f4f3104d80', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 50, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
5628,Nat King Cole,Nat King Cole,31.0,Looking Back / Do I Like It,1958.0,1958.0,,https://i.scdn.co/image/d286eab8dd779da54ca4e4d7a946a26ac7c9e518,64.0,,,,,False,,"[u'adult standards', u'brill building pop', u'cabaret', u'christmas', u'jazz blues', u'jazz christmas', u'lounge', u'vocal jazz']",,,,,,"{'acousticness': None, 'genres': [u'adult standards', u'brill building pop', u'cabaret', u'christmas', u'jazz blues', u'jazz christmas', u'lounge', u'vocal jazz'], 'artist_img': u'https://i.scdn.co/image/d286eab8dd779da54ca4e4d7a946a26ac7c9e518', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 64, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
5646,Elvis Presley,Elvis Presley,49.0,Hard-Headed Woman / Don’t Ask Me Why,1958.0,1958.0,,https://i.scdn.co/image/4e6bf82acdc3e175e06e902f5c1b32eaab2fe0c0,76.0,,,,,False,,"[u'adult standards', u'brill building pop', u'christmas', u'classic rock', u'folk rock', u'mellow gold', u'rock', u'rock-and-roll', u'rockabilly', u'singer-songwriter', u'soul']",,,,,,"{'acousticness': None, 'genres': [u'adult standards', u'brill building pop', u'christmas', u'classic rock', u'folk rock', u'mellow gold', u'rock', u'rock-and-roll', u'rockabilly', u'singer-songwriter', u'soul'], 'artist_img': u'https://i.scdn.co/image/4e6bf82acdc3e175e06e902f5c1b32eaab2fe0c0', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 76, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
5657,Playmates,Playmates,60.0,Beep Beep (The Little Nash Rambler),1958.0,1958.0,,https://i.scdn.co/image/cfb83758d224e77c00a42b5b69edffa062a10935,15.0,,,,,False,,[u'deep adult standards'],,,,,,"{'acousticness': None, 'genres': [u'deep adult standards'], 'artist_img': u'https://i.scdn.co/image/cfb83758d224e77c00a42b5b69edffa062a10935', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 15, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
5742,Billy Williams,Billy Williams,45.0,I’m Gonna Sit Rlght Down And Write Myself A Letter,1957.0,1957.0,,https://i.scdn.co/image/8a34e9d91d2ae9d2ee87211207196b5a34754de7,16.0,,,,,False,,"[u'adult standards', u'christmas', u'deep adult standards']",,,,,,"{'acousticness': None, 'genres': [u'adult standards', u'christmas', u'deep adult standards'], 'artist_img': u'https://i.scdn.co/image/8a34e9d91d2ae9d2ee87211207196b5a34754de7', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 16, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
5908,Crazy Otto,Crazy Otto,11.0,Crazy Otto Medley I & 11,1955.0,1955.0,,https://i.scdn.co/image/e7ef298b662f9ebfb66ec9a74f53e1f1a3a8c3dd,8.0,,,,,False,,[],,,,,,"{'acousticness': None, 'genres': [], 'artist_img': u'https://i.scdn.co/image/e7ef298b662f9ebfb66ec9a74f53e1f1a3a8c3dd', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 8, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
6107,Gordon Jenkins,Gordon Jenkins,30.0,I Don’t See Me In Your Eyes Any More,1949.0,1949.0,,,28.0,,,,,False,,[],,,,,,"{'acousticness': None, 'genres': [], 'artist_img': None, 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 28, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
6298,Joe Liggins,Joe Liggins,57.0,The Honeydripper (Parts 1 & 2),1945.0,1945.0,,https://i.scdn.co/image/cf1ad24ebbcb97c1dc9f2a582ce6df19f77f0049,24.0,,,,,False,,"[u'boogie-woogie', u'jazz blues', u'jump blues', u'piano blues']",,,,,,"{'acousticness': None, 'genres': [u'boogie-woogie', u'jazz blues', u'jump blues', u'piano blues'], 'artist_img': u'https://i.scdn.co/image/cf1ad24ebbcb97c1dc9f2a582ce6df19f77f0049', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 24, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
6365,Joe Loss Orchestra,Joe Loss Orchestra,44.0,‘V’ Stands For Victory,1941.0,1941.0,,https://i.scdn.co/image/810531c848f8d609db2301c1916093da7749e220,4.0,,,,,False,,[u'ballroom'],,,,,,"{'acousticness': None, 'genres': [u'ballroom'], 'artist_img': u'https://i.scdn.co/image/810531c848f8d609db2301c1916093da7749e220', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 4, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
6387,Kay Kyser,Kay Kyser,66.0,"Alexander the Swoose (Half Swan, Half Goose)",1941.0,1941.0,,https://i.scdn.co/image/b670ed6415a84e97c2c272c2dd905984a3fff7c3,33.0,,,,,False,,"[u'big band', u'swing']",,,,,,"{'acousticness': None, 'genres': [u'big band', u'swing'], 'artist_img': u'https://i.scdn.co/image/b670ed6415a84e97c2c272c2dd905984a3fff7c3', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 33, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
6397,Kay Kyser,Kay Kyser,76.0,(Lights Out) Til Reveille,1941.0,1941.0,,https://i.scdn.co/image/b670ed6415a84e97c2c272c2dd905984a3fff7c3,33.0,,,,,False,,"[u'big band', u'swing']",,,,,,"{'acousticness': None, 'genres': [u'big band', u'swing'], 'artist_img': u'https://i.scdn.co/image/b670ed6415a84e97c2c272c2dd905984a3fff7c3', 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 33, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
6524,Ink Spots with Ella Fitzgerald,Ink Spots with Ella Fitzgerald,24.0,Cow-Cow Boogie -(Cuma-Ti-Yi-Yi-Ay) ,1944.0,1944.0,,,,,,,,False,,,,,,,,"{'acousticness': None, 'genres': None, 'artist_img': None, 'song_uri': None, 'exact_song_match': False, 'explicit': None, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': None, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,
